what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.debug",1356428545863
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1356428546333
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1356428547411
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1356428547726
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1356428550540
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1356428551066
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1356428560501
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1356428565148
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428566577
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428580442
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1356428581257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428583856
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428612639
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1356428614189
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428618564
opened,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1356428640338
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1356428640358
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428640393
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1356428640417
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356428641822
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1356428643645
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1356428645292
opened,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1356428645479
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1356428645506
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1356428649385
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1356428650322
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1356428650537
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356428651651
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428660287
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428665065
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356428666241
executed,command,org.eclipse.wst.sse.ui,1.3.0.v201105101529,"org.eclipse.wst.sse.ui.format.document",1356428671806
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1356428673533
executed,command,org.eclipse.wst.sse.ui,1.3.0.v201105101529,"org.eclipse.wst.sse.ui.format.document",1356428683495
executed,command,org.eclipse.wst.sse.ui,1.3.0.v201105101529,"org.eclipse.wst.sse.ui.format.document",1356428683823
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1356428687329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428690524
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356428699653
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428702140
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1356428702315
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1356428702352
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428703640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428708946
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356428710856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1356428714211
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1356428716234
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1356428720329
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1356428721446
executed,command,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.run",1356428723094
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1356428723580
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1356428724685
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1356428724865
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1356428727046
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1356428729473
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428732556
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1356428737392
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428738501
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1356428738512
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428739688
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428797399
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1356428838444
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428841777
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428854346
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1356428854725
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1356428882584
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1356428886351
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428888607
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428894079
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1356428895249
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428906170
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356428907445
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428910085
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1356428910226
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1356428910262
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1356428913676
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1356428915836
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428917917
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428932009
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356428932049
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1356428934953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428937015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428938062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428939913
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428952153
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356428955070
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1356428956963
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1356428959980
opened,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1356428960202
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1356428960239
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428961089
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428973862
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428977158
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356428980759
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356428987590
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1356428990239
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1356428991042
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1356428992695
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1356428993662
executed,command,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.run",1356428996021
error,log,,,"Unexpected runtime error while computing a text hover",1356428996446
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1356428996485
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1356428997580
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1356428997713
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1356428999939
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429001060
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429006532
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429008029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429027117
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429030001
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429037789
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1356429037798
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1356429051994
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1356429063491
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356429066232
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429069189
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429070383
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1356429070402
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1356429070423
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1356429074327
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1356429074889
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1356429078816
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1356429080342
executed,command,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.run",1356429082132
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1356429082595
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1356429083637
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1356429083780
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1356429086014
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429088102
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429090618
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1356429090623
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1356429112730
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1356429123073
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1356429123363
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1356429123405
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1356429131871
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1356429132089
error,log,,,"Unexpected runtime error while computing a text hover",1356429133665
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429168397
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429244554
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1356429246559
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429249765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429254229
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1356429257307
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356429260123
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429270660
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429270707
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429270736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429272571
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429274776
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429275709
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1356429275728
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1356429278857
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429284592
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429297455
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356429297498
opened,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1356429299902
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1356429299931
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429301361
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429304940
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356429311138
error,log,,,"Unexpected runtime error while computing a text hover",1356429313955
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1356429315843
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1356429316365
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1356429317053
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1356429317213
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1356429318613
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429320787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429347995
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1356429349159
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429350235
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429750767
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356429752064
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356431005613
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356431008379
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356442162408
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356442166458
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356445010322
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356445010572
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356445011394
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356445012658
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356445013973
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356445014454
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1356445015141
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1356445015161
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1356445015198
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1356445015263
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1356445015309
